Ideal,Noisy,Data Path
"[-0.04506, -0.08929999999999999, -0.06706000000000001, -0.05586, -0.018340000000000002]","[-0.048, -0.076, -0.07088, -0.04276, -0.01896]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J30.pk
"[0.03096000000000001, -0.11715999999999999, -0.1951, -0.10038000000000001, -0.01859999999999999]","[-0.0025599999999999985, -0.08556, -0.13512, -0.07984000000000001, -0.06739999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J31.pk
"[-0.46686, -0.30438, -0.45914, -0.3751000000000001, -0.44070000000000004]","[-0.3232, -0.24876, -0.33236, -0.29168000000000005, -0.3164]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J32.pk
"[-0.055639999999999995, -0.05314000000000001, -0.037099999999999994, 0.012500000000000002, -0.001980000000000001]","[-0.04908, -0.045200000000000004, -0.031079999999999997, -0.006, -0.0128]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J33.pk
"[-0.0017999999999999986, -0.022959999999999994, 0.007880000000000003, -0.023120000000000005, -0.03198000000000001]","[-0.008759999999999999, -0.012919999999999997, 0.01024, -0.019680000000000003, -0.03296]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J34.pk
"[-0.03332, -0.09990000000000002, -0.09979999999999999, -0.06836, -0.09032]","[-0.03508, -0.09104000000000001, -0.08127999999999999, -0.057640000000000004, -0.06856]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J35.pk
"[-0.022820000000000007, -0.027160000000000007, 0.15008, 0.01164, -0.09616]","[-0.010400000000000003, -0.030720000000000004, 0.07316, 0.0023200000000000004, -0.0692]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J36.pk
"[-0.30822, -0.16996, -0.42969999999999997, -0.48785999999999996, -0.35456]","[-0.23772, -0.13812, -0.32036, -0.35172, -0.24947999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J37.pk
"[-0.08480000000000001, -0.03276000000000001, -0.06018000000000001, -0.11694, -0.08474000000000001]","[-0.06276000000000001, -0.036160000000000005, -0.052360000000000004, -0.09192, -0.06844]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J38.pk
"[0.028960000000000007, 0.008399999999999996, -0.0264, -0.014140000000000007, 0.016920000000000004]","[0.014000000000000004, -0.003560000000000002, -0.0248, -0.015440000000000004, -0.00624]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J39.pk
"[-0.14848, -0.14661999999999997, -0.43212, -0.25914000000000004, -0.38663999999999993]","[-0.12032000000000001, -0.14431999999999998, -0.29984, -0.18604000000000004, -0.27199999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J40.pk
"[-0.011440000000000002, 0.01126, -0.007600000000000002, 0.02468, 0.002319999999999996]","[-0.013840000000000002, 0.00068, 0.0038400000000000005, 0.01792, 0.003519999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J41.pk
"[-0.47054, -0.53566, -0.45830000000000004, -0.46874, -0.49330000000000007]","[-0.3622, -0.43276000000000003, -0.2948, -0.34436, -0.335]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J42.pk
"[-0.08728, -0.03763999999999999, -0.024659999999999998, -0.0514, -0.06250000000000001]","[-0.05524, -0.03872, -0.03276, -0.04756, -0.058440000000000006]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J43.pk
"[0.10411999999999999, -0.022640000000000007, -0.22984, -0.019119999999999998, 0.06374]","[0.06884, -0.04148, -0.17312, -0.011879999999999998, 0.0366]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J44.pk
"[-0.0801, -0.023579999999999993, -0.06992000000000001, -0.08081999999999998, -0.0553]","[-0.06492, -0.042519999999999995, -0.05444, -0.07383999999999999, -0.05904]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J45.pk
"[0.001680000000000001, 0.07694, 0.00967999999999999, -0.028399999999999998, -0.08164]","[-0.011279999999999998, 0.0344, -0.008560000000000002, -0.018959999999999998, -0.07796]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J46.pk
"[0.06867999999999999, -0.0103, 0.017400000000000002, -0.03111999999999999, -0.01751999999999999]","[0.02604, -0.00796, 0.010520000000000002, -0.031479999999999994, -0.030279999999999994]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J47.pk
"[-0.017999999999999995, -0.04047999999999999, -0.03782, -0.05382, 0.0291]","[-0.0224, -0.041359999999999994, -0.01888, -0.0258, 0.0074399999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J48.pk
"[-0.03714000000000001, -0.26614000000000004, -0.011460000000000005, -0.25978, -0.15498]","[-0.010720000000000009, -0.22004, -0.0364, -0.21552000000000002, -0.13624]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_05_J49.pk
"[-0.73966, -0.8001399999999999, -0.8796599999999999, -0.7287200000000001, -0.8623999999999998]","[-0.51676, -0.5875999999999999, -0.63916, -0.5480400000000001, -0.6195199999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J00.pk
"[0.02632, -0.0030999999999999986, 0.06628, -0.008740000000000001, 0.011639999999999998]","[0.01404, -0.0126, 0.03928, -0.011720000000000001, 0.012759999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J01.pk
"[0.07260000000000001, 0.06395999999999999, 0.012860000000000002, 0.008759999999999999, 0.04536]","[0.045840000000000006, 0.04667999999999999, 0.004200000000000001, 0.0044399999999999995, 0.032279999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J02.pk
"[-0.0023999999999999985, 0.039279999999999995, 0.07275999999999999, 0.015440000000000002, 0.03562]","[-0.0028799999999999997, 0.02412, 0.044399999999999995, 0.01784, 0.0274]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J03.pk
"[0.40164, 0.28808, 0.19344, 0.3970799999999999, 0.29735999999999996]","[0.28388, 0.22444000000000003, 0.145, 0.26175999999999994, 0.21511999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J04.pk
"[0.34087999999999996, 0.2966599999999999, 0.38454, 0.34382, 0.34873999999999994]","[0.24036, 0.18063999999999997, 0.27464, 0.24876, 0.25827999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J05.pk
"[0.67486, 0.7425, 0.67598, 0.6513399999999999, 0.61202]","[0.46204, 0.52044, 0.4782, 0.46751999999999994, 0.41432]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J06.pk
"[0.03816, 0.03374, 0.024860000000000004, 0.025639999999999996, -0.0007800000000000012]","[0.015200000000000002, 0.0228, 0.018600000000000002, 0.016079999999999997, -0.005120000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J07.pk
"[0.0658, 0.0281, 0.042499999999999996, -0.009999999999999998, 0.020999999999999998]","[0.04268, 0.013919999999999998, 0.031, -0.0073999999999999995, 0.012839999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J08.pk
"[-0.0017599999999999983, 0.0085, 0.010060000000000001, 0.03704, 0.03336]","[-0.0025599999999999985, 0.00776, -0.00872, 0.03632, 0.01252]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J09.pk
"[0.7896799999999999, 0.7921799999999999, 0.7418600000000002, 0.8608800000000001, 0.8693399999999999]","[0.58804, 0.55912, 0.5189600000000001, 0.6133200000000001, 0.6342399999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J10.pk
"[0.0026600000000000005, 0.01348, 0.02726, -0.021220000000000003, 0.0283]","[-0.0036000000000000003, -0.002879999999999999, 0.01284, -0.020440000000000003, 0.014679999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J11.pk
"[0.014100000000000001, 0.058140000000000004, 0.06726, 0.04064, 0.04844]","[0.00604, 0.03468, 0.03628, 0.01948, 0.03684]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J12.pk
"[0.35015999999999997, 0.23199999999999998, 0.15322000000000002, 0.29554, 0.09562]","[0.25164, 0.14895999999999998, 0.11344000000000001, 0.20196, 0.06956]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J13.pk
"[0.24891999999999997, 0.16182000000000002, 0.26026, 0.23269999999999996, 0.25558000000000003]","[0.16763999999999998, 0.098, 0.23671999999999999, 0.16019999999999998, 0.17292000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J14.pk
"[0.28403999999999996, 0.21975999999999998, 0.3214, 0.27752000000000004, 0.24523999999999999]","[0.20651999999999998, 0.13548, 0.22632, 0.19904000000000002, 0.175]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J15.pk
"[0.06986000000000002, 0.14932, 0.12146, 0.05035999999999999, 0.08184]","[0.06272000000000001, 0.1, 0.07464, 0.04887999999999999, 0.05924]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J16.pk
"[-0.018659999999999996, 0.027139999999999997, 0.08395999999999999, 0.023599999999999996, -0.02098]","[-0.018359999999999998, 0.01356, 0.048519999999999994, 0.012559999999999998, -0.006039999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J17.pk
"[-0.01892, -0.026320000000000003, -0.07244, -0.009060000000000002, -0.05204]","[-0.00928, -0.017320000000000002, -0.05684, -0.01632, -0.03664]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J18.pk
"[0.17687999999999998, 0.016819999999999995, 0.10283999999999999, 0.07022, 0.14439999999999997]","[0.11052, 0.02096, 0.06416, 0.06028, 0.09791999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J19.pk
"[-0.03052, 0.026359999999999998, 0.01654, 0.01704, 0.005860000000000001]","[-0.030959999999999998, 0.0156, 0.01032, 0.0106, -0.00104]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J20.pk
"[0.40566, 0.40154000000000006, 0.43382000000000004, 0.37912, 0.26705999999999996]","[0.28952, 0.28268000000000004, 0.31120000000000003, 0.267, 0.21352]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J21.pk
"[0.06971999999999998, 0.07212, -0.019960000000000006, 0.06481999999999999, 0.026260000000000006]","[0.03315999999999998, 0.04712, -0.023560000000000005, 0.044, 0.017440000000000004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J22.pk
"[0.003679999999999994, -0.04052, 0.025140000000000003, 0.029320000000000002, 0.0022600000000000016]","[0.008599999999999997, -0.0374, 0.012240000000000001, 0.019200000000000002, -0.015]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J23.pk
"[-0.056280000000000004, 0.01006, -0.058539999999999995, -0.06354, -0.005639999999999995]","[-0.04596, 0.0018799999999999997, -0.04416, -0.0536, -0.010839999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J24.pk
"[0.030959999999999998, 0.009300000000000001, 0.04311999999999999, 0.034879999999999994, 0.061520000000000005]","[0.0196, -0.005559999999999999, 0.022159999999999996, 0.01672, 0.04172]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J25.pk
"[0.24867999999999996, 0.32632, 0.20365999999999998, 0.24430000000000002, 0.17110000000000003]","[0.17659999999999998, 0.2082, 0.142, 0.18528, 0.12488000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J26.pk
"[0.04744, 0.00496, -0.0144, 0.036500000000000005, -0.010839999999999999]","[0.029920000000000002, 4.000000000000045e-05, -0.00552, 0.025480000000000003, -0.013999999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J27.pk
"[-0.022019999999999998, 0.012419999999999997, 0.00928, 0.00044000000000000115, -0.00014000000000000037]","[-0.01816, 0.0007599999999999982, -0.00011999999999999996, -0.001999999999999999, 0.00488]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J28.pk
"[0.7492399999999999, 0.7332000000000001, 0.78356, 0.82528, 0.7703]","[0.5487599999999999, 0.5340400000000001, 0.57728, 0.58448, 0.53704]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J29.pk
"[0.02376, 0.012679999999999999, 0.03408, 0.026059999999999996, 0.00984]","[0.0035199999999999997, 0.008119999999999999, 0.01372, 0.013119999999999998, -0.0041600000000000005]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J30.pk
"[0.33038000000000006, 0.25872, 0.27004, 0.31452, 0.16486]","[0.23644000000000004, 0.18664, 0.19004000000000001, 0.23212000000000002, 0.12148]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J31.pk
"[0.79086, 0.73614, 0.7638400000000001, 0.8364400000000001, 0.6700199999999998]","[0.55772, 0.53984, 0.5101600000000001, 0.5776, 0.4815199999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J32.pk
"[0.008760000000000007, -0.006940000000000001, -0.024860000000000004, 0.0326, 0.0034800000000000013]","[-0.013359999999999997, -0.01272, -0.018680000000000002, 0.01816, 0.0007200000000000012]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J33.pk
"[0.02062, -0.040900000000000006, 0.0035200000000000023, 0.010539999999999999, 0.027539999999999995]","[0.0058400000000000014, -0.03672, -0.007199999999999998, -0.0057599999999999995, 0.019439999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J34.pk
"[0.07852, 0.058039999999999994, 0.03748, 0.04580000000000001, 0.055940000000000004]","[0.0478, 0.037919999999999995, 0.015560000000000001, 0.029360000000000004, 0.028560000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J35.pk
"[0.07732, 0.02468, 0.13494, 0.11916, 0.11733999999999999]","[0.054720000000000005, -0.001720000000000001, 0.10092000000000001, 0.08096, 0.07547999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J36.pk
"[0.60608, 0.6022000000000001, 0.56442, 0.6336999999999999, 0.4657]","[0.45535999999999993, 0.42168, 0.39884000000000003, 0.44695999999999997, 0.31488]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J37.pk
"[0.10116, 0.05552, 0.012, 0.027099999999999996, -0.0097]","[0.06612, 0.03776, 0.0066, 0.026279999999999998, -0.00796]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J38.pk
"[-0.046419999999999996, 0.014600000000000004, 0.03848, -0.04406, -0.03422]","[-0.04704, -0.010559999999999998, 0.0206, -0.03248, -0.02676]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J39.pk
"[0.45132, 0.4746800000000001, 0.43324000000000007, 0.6265000000000001, 0.5685]","[0.33736, 0.34680000000000005, 0.29676, 0.44812, 0.398]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J40.pk
"[-0.0208, 0.012220000000000005, 0.0029999999999999975, 0.01784, -0.025120000000000003]","[-0.0182, 0.009920000000000002, -0.006240000000000001, 0.00484, -0.01144]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J41.pk
"[0.8347800000000001, 0.8058, 0.7932200000000001, 0.7888400000000001, 0.7671399999999999]","[0.5977600000000001, 0.56804, 0.5661200000000001, 0.56044, 0.53452]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J42.pk
"[-0.002520000000000003, 0.004840000000000001, 0.050679999999999996, 0.011420000000000001, 0.013040000000000001]","[-0.01252, -0.0056, 0.03872, 0.0017600000000000007, 0.00396]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J43.pk
"[0.16226000000000002, 0.05328, 0.18586, 0.08064, 0.17514000000000002]","[0.10596000000000001, 0.03696, 0.13568, 0.06632, 0.14504]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J44.pk
"[0.09038, 0.032260000000000004, 0.017339999999999998, 0.030900000000000004, 0.01564]","[0.04876, 0.024880000000000003, 0.012559999999999998, 0.022160000000000003, 0.008480000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J45.pk
"[0.07952, 0.0555, 0.02004, 0.07754000000000001, 0.08873999999999999]","[0.052879999999999996, 0.03828, 0.012039999999999999, 0.043120000000000006, 0.046759999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J46.pk
"[0.060579999999999995, -0.05612, -0.028899999999999995, 0.01296, -0.025839999999999995]","[0.035719999999999995, -0.028560000000000002, -0.025119999999999996, 0.01132, -0.027479999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J47.pk
"[-0.011519999999999999, 0.018520000000000002, -0.02774, -0.012700000000000001, 8.000000000000021e-05]","[-0.01316, 0.007120000000000001, -0.02088, -0.01788, -0.00852]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J48.pk
"[0.30626, 0.30983999999999995, 0.32264000000000004, 0.3559, 0.25658000000000003]","[0.22268, 0.20295999999999997, 0.24816000000000002, 0.2524, 0.16476000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_06_J49.pk
"[0.03304, -0.12947999999999998, -0.034460000000000005, -0.05542, -0.10057999999999999]","[0.013119999999999998, -0.12247999999999999, -0.024480000000000002, -0.053959999999999994, -0.054959999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J00.pk
"[-0.0026999999999999997, 0.03548, -0.009099999999999997, -0.019020000000000002, -0.030379999999999997]","[-0.00148, 0.013519999999999999, -0.014799999999999999, -0.018840000000000003, -0.01656]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J01.pk
"[-0.020320000000000005, -0.036219999999999995, -0.04256, -0.027139999999999997, -0.025819999999999996]","[-0.017320000000000002, -0.028839999999999998, -0.0334, -0.01876, -0.01988]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J02.pk
"[-0.02248, -0.0203, -0.02302, -0.04188, -0.024759999999999997]","[-0.01444, -0.01652, -0.01848, -0.02984, -0.02404]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J03.pk
"[-0.10905999999999999, -0.19971999999999998, -0.16182, -0.18469999999999998, -0.09473999999999999]","[-0.08528, -0.13276, -0.11148, -0.14043999999999998, -0.07696]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J04.pk
"[-0.05648, -0.042120000000000005, -0.11553999999999999, -0.07848, -0.15388000000000002]","[-0.03656, -0.040600000000000004, -0.09208, -0.03492, -0.10744000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J05.pk
"[-0.26577999999999996, -0.23674, -0.20658000000000004, -0.34104, -0.34762000000000004]","[-0.16787999999999997, -0.1806, -0.15544000000000002, -0.25412, -0.24108000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J06.pk
"[-0.04780000000000001, 0.0010400000000000006, -0.0413, -0.024460000000000003, -0.0312]","[-0.03432, -0.00011999999999999927, -0.02632, -0.023520000000000003, -0.024399999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J07.pk
"[-0.0344, -0.021580000000000002, -0.027800000000000002, -0.015379999999999998, -0.016620000000000003]","[-0.023399999999999997, -0.019200000000000002, -0.02016, -0.008839999999999999, -0.01552]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J08.pk
"[-0.03068, -0.0212, -0.020500000000000004, -0.02416, -0.05560000000000001]","[-0.01752, -0.01788, -0.016360000000000003, -0.02368, -0.039880000000000006]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J09.pk
"[-0.27028, -0.38760000000000006, -0.28543999999999997, -0.3265799999999999, -0.40681999999999996]","[-0.20844000000000001, -0.27616, -0.21452, -0.24955999999999995, -0.2592]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J10.pk
"[-0.013460000000000001, -0.0364, -0.03985999999999999, -0.020820000000000005, -0.011419999999999998]","[-0.00948, -0.02024, -0.031799999999999995, -0.019200000000000002, -0.01884]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J11.pk
"[-0.03472, -0.0081, -0.03336, -0.0334, -0.022760000000000002]","[-0.02904, -0.0094, -0.02812, -0.031120000000000002, -0.01828]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J12.pk
"[-0.13698000000000002, -0.021179999999999997, -0.035879999999999995, 0.09147999999999999, -0.10356000000000001]","[-0.10452000000000002, -0.02036, -0.03576, 0.0642, -0.0874]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J13.pk
"[-0.12172000000000002, -0.22026, -0.14066, -0.08099999999999999, 0.020060000000000005]","[-0.09812000000000001, -0.1652, -0.09480000000000001, -0.06352, 0.025640000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J14.pk
"[-0.02744, -0.25934, -0.043919999999999994, -0.32148, 0.06704]","[-0.027960000000000002, -0.17512, -0.04248, -0.22864, 0.04284]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J15.pk
"[-0.1056, -0.01894, -0.024879999999999996, 0.05236, -0.054340000000000006]","[-0.08016, -0.01808, -0.021679999999999998, 0.03312, -0.033120000000000004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J16.pk
"[-0.0142, -0.0007999999999999996, -0.04062, 0.010960000000000001, -0.00542]","[-0.00872, -0.0008799999999999999, -0.033800000000000004, 0.00592, -0.01232]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J17.pk
"[-0.00912, 0.0065, -0.00964, -0.04923999999999999, -0.02138]","[-0.01384, -0.0018800000000000004, -0.01064, -0.03772, -0.02188]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J18.pk
"[0.01574, -0.08519999999999998, -0.07322000000000001, -0.07488, -0.09104000000000001]","[-0.0024400000000000003, -0.06427999999999999, -0.06332, -0.05424, -0.0528]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J19.pk
"[0.0049, -0.0021400000000000013, -0.01284, 0.007820000000000002, -0.022319999999999996]","[0.0025599999999999998, -0.008400000000000001, -0.00808, -0.00408, -0.017599999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J20.pk
"[-0.16993999999999998, -0.14790000000000003, -0.37962, -0.27186, -0.12082]","[-0.10255999999999998, -0.11484000000000001, -0.26516, -0.21928, -0.09436]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J21.pk
"[-0.09850000000000002, 0.014459999999999995, -0.022019999999999998, -0.08418000000000003, -0.005920000000000009]","[-0.07192000000000001, 0.010839999999999997, -0.01384, -0.06432000000000002, -0.024640000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J22.pk
"[-0.02738, -0.01036, 0.029380000000000003, -0.022539999999999998, -0.00952]","[-0.01464, -0.0032799999999999995, 0.012000000000000002, -0.019319999999999997, -0.0128]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J23.pk
"[0.02536, 0.0059, -0.058719999999999994, 0.01234, -0.04344]","[0.01384, 0.01144, -0.04552, 0.0027200000000000006, -0.02184]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J24.pk
"[-0.022019999999999998, -0.03285999999999999, -0.04222, -0.027200000000000002, -0.03086]","[-0.01868, -0.022799999999999997, -0.03012, -0.0274, -0.02172]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J25.pk
"[-0.07483999999999999, -0.07780000000000001, -0.18732, -0.25098, -0.11034000000000002]","[-0.07056, -0.07008, -0.14648, -0.18108, -0.09856000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J26.pk
"[0.0319, -0.01158, -0.0027, -0.048279999999999997, -0.009599999999999997]","[0.01892, -0.01212, -0.00016000000000000026, -0.03616, -0.012159999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J27.pk
"[0.0016599999999999985, 0.0017400000000000002, 0.011679999999999998, 0.0009000000000000006, -0.011859999999999996]","[0.000519999999999999, -0.00896, 0.008879999999999999, -0.00484, -0.012399999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J28.pk
"[-0.008820000000000001, -0.12205999999999997, -0.35951999999999995, -0.35369999999999996, -0.27834]","[-0.015080000000000001, -0.08251999999999998, -0.24863999999999997, -0.24847999999999998, -0.17587999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J29.pk
"[0.0065000000000000014, -0.01122, -0.012140000000000001, -0.016959999999999996, -0.027360000000000002]","[-0.006559999999999999, -0.0118, -0.015040000000000001, -0.027399999999999997, -0.022760000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J30.pk
"[0.031000000000000007, -0.26509999999999995, 0.037799999999999986, -0.11354, -0.08287999999999998]","[0.016800000000000006, -0.19923999999999997, 0.019759999999999996, -0.10832, -0.08771999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J31.pk
"[-0.10396000000000002, -0.20779999999999998, -0.17803999999999998, -0.26565999999999995, -0.26414000000000004]","[-0.08776000000000002, -0.1702, -0.12835999999999997, -0.18459999999999996, -0.2048]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J32.pk
"[0.006640000000000002, -0.030719999999999994, 0.020980000000000002, 0.01366, -0.02228]","[-0.005439999999999999, -0.027999999999999997, 0.0028399999999999996, 0.00023999999999999925, -0.02484]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J33.pk
"[-0.049960000000000004, 0.0195, -0.020020000000000003, 0.007139999999999999, -0.016239999999999994]","[-0.04936, 0.005200000000000001, -0.01752, -0.00532, -0.021039999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J34.pk
"[-0.051039999999999995, -0.033460000000000004, -0.026740000000000007, -0.04039999999999999, -0.06258]","[-0.04076, -0.030920000000000003, -0.026880000000000005, -0.036079999999999994, -0.05232]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J35.pk
"[-0.039760000000000004, -0.009480000000000002, -0.0441, -0.05502000000000001, 0.05884]","[-0.04016, -0.01768, -0.023600000000000003, -0.05276000000000001, 0.03004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J36.pk
"[-0.13996, -0.26237999999999995, -0.024180000000000004, -0.27221999999999996, -0.3166]","[-0.09568, -0.18968, -0.026480000000000004, -0.21239999999999998, -0.2272]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J37.pk
"[-0.03894, -0.03918, -0.002700000000000001, -0.01192, -0.01866]","[-0.03332, -0.03076, -0.00604, -0.01132, -0.01764]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J38.pk
"[0.01724, 0.04266, 0.022979999999999997, 0.0019, -0.04907999999999999]","[0.0031599999999999987, 0.025079999999999998, 0.020079999999999997, 0.00092, -0.036559999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J39.pk
"[-0.16782, -0.16761999999999996, -0.40824000000000005, -0.28872, -0.23192000000000002]","[-0.14312, -0.13451999999999997, -0.29476, -0.24328, -0.14488]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J40.pk
"[-0.01458, -0.027819999999999998, 0.0052, 0.027659999999999997, 0.02062]","[-0.014679999999999999, -0.017159999999999998, 0.0046, 0.012879999999999999, 0.009319999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J41.pk
"[-0.21529999999999996, -0.2609, -0.1603, -0.27342, -0.36418000000000006]","[-0.16299999999999998, -0.19988, -0.07987999999999999, -0.2122, -0.2634]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J42.pk
"[0.01626, -0.01772, -0.04056, -0.045259999999999995, -0.05224000000000001]","[0.0068000000000000005, -0.01544, -0.03256, -0.03156, -0.036160000000000005]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_07_J43.pk
